MRCAT_XAFS V0.3 Datafile
"11Feb_Cu8.001" created at APS 10ID on Wed Mar  2 08:21:55 2011
Ring energy= 7.00 GeV
E0= 8979.00
NUM_REGIONS= 1
SRB= 8800
SRSS= 0.3
SPP= 0.1
Settling time= 0


Offsets= 13246.00 11305.00 10392.00 13242.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
Gains= 8.00 6.00 6.00 7.00 9.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
transmission, Cu foil Ref
GB-562S
Cu EXAFS at RT As received in Air
------------------------------------------------------------------------------------------------
   energy     mcs3     mcs4     mcs5     mcs6    mcs10 
 9118.0988  45400 80490 16840 -10 999990
 9118.3853  45350 80410 16840 0 999990
 9118.6718  45310 80330 16830 -10 1000000
 9118.9584  45330 80370 16840 -10 999990
 9119.2449  45280 80300 16820 -10 999990
 9119.5315  45250 80250 16830 -10 1000000
 9119.8181  45200 80170 16810 -10 999990
 9120.0868  45190 80150 16800 -10 999990
 9120.3734  45150 80100 16800 -10 1000000
 9120.678   45100 80010 16770 -10 999990
 9120.9647  45050 79930 16760 -10 999990
 9121.2335  45010 79880 16740 -10 999990
 9121.5023  44990 79820 16710 -10 999270
 9121.789   45070 80010 16750 -10 999350
 9122.0757  45160 80150 16760 0 999630
 9122.3625  45110 80080 16730 -10 999920
 9122.6313  45320 80430 16770 -10 999990
 9122.9181  45590 80940 16860 -10 1000000
 9123.2229  45600 80990 16830 -10 999990
 9123.5097  45500 80800 16760 -10 999990
 9123.7786  45460 80750 16710 0 1000000
 9124.0476  45350 80540 16620 -10 999990
 9124.3345  45210 80320 16520 -10 999990
 9124.6214  45050 80050 16400 -10 1000000
 9124.9083  44900 79780 16290 -10 999990
 9125.1953  44900 79780 16230 -10 999990
 9125.4822  44910 79840 16170 -10 1000000
 9125.7692  44890 79790 16090 -10 999990
 9126.0562  44810 79670 15990 -10 999990
 9126.3253  45010 80020 15980 -10 1000000
 9126.5944  45220 80420 15980 -10 999990
 9126.8814  46410 82540 16310 -10 999990
 9127.1685  47790 85010 16710 0 1000000
 9127.4556  49490 88020 17200 -20 999990
 9127.7427  50710 90210 17520 -10 999990
 9128.0298  52610 93560 18060 -10 999990
 9128.317   52430 93260 17890 -10 999990
 9128.5862  52800 93930 17900 -10 1000000
 9128.8554  56430 100390 19020 -10 1000000
 9129.1606  62320 110880 20900 -20 999990
 9129.4657  66930 119090 22340 -10 999990
 9129.753   69190 123110 23000 -10 999990
 9130.0223  70200 124930 23230 -10 999940
 9130.2916  70510 125500 23230 -20 999110
 9130.5789  70560 125630 23160 -10 998840
 9130.8662  70520 125580 23060 -20 998720
 9131.1535  70410 125390 22940 -10 998710
 9131.4229  70320 125270 22840 -20 998770
 9131.7103  70100 124900 22710 -10 998800
 9132.0156  70020 124800 22630 -10 999050
 9132.2851  69930 124640 22540 -20 999190
 9132.5725  69770 124390 22460 -10 999380
 9132.8599  69680 124270 22390 -20 999720
 9133.1294  69520 124010 22320 -10 999740
 9133.4169  69430 123870 22280 -20 999370
 9133.7044  69310 123670 22230 -10 999330
 9133.9919  69220 123560 22210 -20 999440
 9134.2794  69170 123510 22200 -10 999750
 9134.567   69040 123290 22150 -20 999880
 9134.8545  68970 123210 22150 -10 999990
 9135.1421  68820 122970 22130 -10 999990
 9135.4118  68710 122770 22100 -10 1000000
 9135.6814  68650 122730 22110 -20 999990
 9135.969   68610 122660 22130 -10 999990
 9136.2567  68480 122470 22120 -20 1000000
 9136.5444  68420 122400 22140 -10 999990
 9136.8321  68390 122370 22170 -10 999990
 9137.1198  68260 122170 22150 -20 1000000
 9137.3895  68190 122090 22170 -10 1000000
 9137.6593  68140 122020 22200 -10 999990
 9137.965   68000 121810 22210 -20 999990
 9138.2528  67950 121740 22230 -10 999990
 9138.5227  67880 121660 22260 -10 999990
 9138.8105  67780 121520 22280 -20 999990
 9139.0983  67720 121440 22300 -10 1000000
 9139.3862  67640 121350 22340 -10 999990
 9139.6741  67500 121120 22340 -20 999990
 9139.962   67460 121090 22390 -10 1000000
 9140.2499  67410 121030 22430 -10 999990
 9140.5378  67310 120910 22460 -20 999750
 9140.8078  67270 120850 22500 -10 999200
 9141.0777  67170 120730 22540 -10 999220
 9141.3657  67090 120620 22580 -20 998950
 9141.6537  67060 120600 22630 -10 998530
 9141.9417  66980 120500 22680 -10 998130
 9142.2298  66860 120310 22720 -20 997970
 9142.5179  66740 120130 22740 -10 997950
 9142.8059  66710 120120 22820 -10 998020
 9143.094   66620 120000 22860 -20 997860
 9143.3822  66490 119800 22900 -10 997820
 9143.6523  66510 119870 22990 -10 998030
 9143.9224  66440 119790 23060 -20 998260
 9144.2106  66340 119630 23110 -10 998240
 9144.4988  66280 119570 23200 -10 998040
 9144.787   66180 119430 23260 -10 997920
 9145.0752  66020 119190 23300 -20 997910
 9145.3635  65950 119090 23390 -10 997930
 9145.6517  65990 119200 23520 -10 997990
 9145.94    65930 119120 23610 -20 997710
 9146.2283  65810 118940 23700 -10 997460
 9146.5166  65820 119000 23820 -10 997310
 9146.787   65730 118890 23910 -10 997150
 9147.0573  65610 118700 23990 -20 997140
 9147.3457  65550 118630 24110 -10 997500
 9147.6341  65470 118530 24210 -20 997580
 9147.9225  65440 118520 24330 -10 997540
 9148.2109  65340 118370 24420 -20 997420
 9148.4993  65290 118290 24550 -10 997280
 9148.7878  65210 118200 24660 -20 997250
 9149.0763  65150 118150 24780 -10 997210
 9149.3468  65060 118010 24880 -10 997310
 9149.6173  64980 117900 24990 -20 997600
 9149.9238  64870 117730 25080 -10 997770
 9150.2124  64820 117680 25210 -20 997890
 9150.4829  64720 117560 25320 -10 998120
 9150.7715  64630 117400 25420 -20 998280
 9151.0601  64590 117370 25550 -10 998270
 9151.3488  64580 117380 25680 -10 998280
 9151.6374  64430 117170 25780 -20 998430
 9151.9261  64330 117000 25880 0 998560
 9152.2148  64310 117020 26030 -20 998550
 9152.4854  64200 116850 26140 -10 998580
 9152.7561  64180 116850 26300 -20 998610
 9153.0629  64040 116630 26390 -10 998640
 9153.3517  64020 116650 26550 -20 998480
 9153.6224  63960 116570 26680 -10 998100
 9153.9112  63790 116310 26760 -10 997610
 9154.2     63730 116230 26900 -20 997270
 9154.4888  63580 115990 26990 -10 996960
 9154.7777  63460 115810 27100 -20 996700
 9155.0666  63220 115420 27160 -10 996500
 9155.3555  62900 114870 27160 -10 996330
 9155.6263  62380 113950 27090 -20 996330
 9155.8972  61790 112910 26980 -10 996380
 9156.1861  61400 112240 26950 -10 996460
 9156.4751  61660 112760 27210 -10 996580
 9156.7641  62390 114130 27670 -20 996810
 9157.0531  62850 114990 28000 -10 996980
 9157.3421  62910 115130 28140 -20 997270
 9157.6311  62910 115160 28270 -10 997420
 9157.9202  62880 115150 28380 -10 997840
 9158.2093  62830 115090 28460 -20 998130
 9158.4803  62720 114930 28520 -10 998210
 9158.7513  62660 114830 28590 -10 998210
 9159.0405  62640 114830 28680 -10 998260
 9159.3296  62580 114770 28730 -20 998320
 9159.6188  62490 114630 28770 -10 998430
 9159.908   62390 114460 28800 -10 998760
 9160.1972  62340 114420 28850 -20 999000
 9160.4864  62270 114330 28870 -10 999170
 9160.7756  62190 114210 28880 -10 999160
 9161.0649  62140 114140 28880 -10 999340
 9161.3361  62110 114120 28900 -20 999430
 9161.6254  61960 113900 28850 -10 999550
 9161.9147  61920 113830 28840 -10 999570
 9162.186   61880 113800 28830 -10 999460
 9162.4753  61840 113770 28800 -20 999540
 9162.7647  61730 113590 28740 -10 999530
 9163.0541  61710 113590 28700 -10 999560
 9163.3435  61590 113410 28610 -10 999400
 9163.6329  61530 113300 28540 -10 999120
 9163.9224  61470 113230 28450 -20 999040
 9164.2118  61410 113150 28380 -10 998760
 9164.4832  61300 112970 28270 -20 998770
 9164.7546  61320 113030 28200 -10 998800
 9165.0441  61230 112890 28100 -20 998810
 9165.3337  61160 112780 27980 -10 998470
 9165.6232  61050 112620 27840 -10 998030
 9165.9128  60980 112520 27730 -20 997760
 9166.2024  60910 112390 27590 -10 997540
 9166.492   60840 112320 27480 -10 997470
 9166.7635  60770 112220 27330 -10 997330
 9167.0532  60750 112210 27230 -20 997060
 9167.3429  60620 112000 27060 -10 996790
 9167.6144  60590 111970 26920 -10 996690
 9167.9041  60500 111830 26780 -10 996640
 9168.1939  60420 111720 26640 -20 996430
 9168.4836  60280 111480 26450 -10 996350
 9168.7734  60220 111410 26310 -10 996370
 9169.0631  60150 111290 26170 -20 996200
 9169.3529  60170 111380 26070 -10 995980
 9169.6427  60050 111160 25890 -10 995850
 9169.9326  60000 111100 25780 -10 995600
 9170.2043  59880 110920 25630 -20 995480
 9170.4942  59730 110650 25440 -10 995280
 9170.7841  59660 110580 25330 -10 995130
 9171.0559  59570 110410 25180 -20 995210
 9171.3458  59410 110150 25030 -10 995270
 9171.6357  59030 109480 24780 -10 995270
 9171.9257  58660 108800 24540 -20 995310
 9172.2157  58120 107830 24250 -10 995370
 9172.5057  57690 107090 23990 -10 995340
 9172.7957  57750 107200 23950 -10 995290
 9173.0857  58370 108380 24130 -10 995250
 9173.3577  58910 109390 24290 -10 995380
 9173.6296  59090 109760 24310 -20 995510
 9173.9197  59060 109740 24250 -10 995740
 9174.2098  59010 109660 24160 -10 995990
 9174.5     58950 109560 24090 -10 996360
 9174.7901  58890 109490 24030 -10 996710
 9175.0803  58810 109370 23950 -20 997010
 9175.3705  58760 109280 23890 -10 997330
 9175.6607  58670 109130 23820 -10 997470
 9175.9327  58600 109050 23760 -10 997490
 9176.2048  58560 108980 23720 -10 997500
 9176.4951  58530 108950 23670 -10 997550
 9176.7854  58450 108790 23620 -10 997430
 9177.0757  58280 108520 23550 -20 997390
 9177.366   58330 108640 23540 -10 997320
 9177.6563  58330 108640 23530 -10 997370
 9177.9467  58250 108530 23490 -10 997420
 9178.2371  58200 108430 23460 -10 997460
 9178.5275  58130 108310 23420 -10 997330
 9178.8179  58050 108190 23390 -20 997320
 9179.1083  57950 108020 23350 -10 997420
 9179.3806  57880 107900 23320 -10 997390
 9179.6529  57800 107750 23300 -10 997280
 9179.9434  57820 107830 23310 -20 997390
 9180.2339  57770 107730 23300 -10 997340
 9180.5244  57650 107500 23260 -10 997450
 9180.8149  57580 107400 23250 -10 997590
 9181.0873  57520 107290 23230 -10 997820
 9181.3779  57480 107240 23240 -10 997900
 9181.6867  57420 107110 23220 -10 998100
 9181.9591  57360 107040 23230 -10 998450
 9182.2316  57280 106890 23210 -10 998770
 9182.5222  57280 106900 23230 -10 998880
 9182.8129  57200 106760 23220 -10 998720
 9183.1036  57120 106630 23210 -20 998790
 9183.3943  57060 106510 23200 -10 999150
 9183.685   56980 106370 23190 -10 999440
 9183.9758  56900 106230 23180 -10 999660
 9184.2665  56880 106210 23190 -10 999840
 9184.5573  56860 106180 23190 -10 999690
 9184.83    56790 106060 23190 -20 999810
 9185.1208  56710 105920 23180 -10 999970
 9185.4116  56670 105840 23180 -20 999990
 9185.6843  56590 105720 23160 -10 999990
 9185.9752  56480 105500 23130 -10 1000000
 9186.2661  56420 105400 23110 -10 999990
 9186.557   56390 105350 23120 -10 999990
 9186.8479  56330 105260 23110 -10 1000000
 9187.1388  56300 105200 23100 -20 999990
 9187.4298  56190 105020 23070 -10 999990
 9187.7208  56090 104820 23030 -10 1000000
 9187.9936  56060 104790 23040 -10 999990
 9188.2665  56050 104760 23040 -10 999990
 9188.5575  55990 104670 23020 -10 1000000
 9188.8486  55900 104520 23000 -10 999990
 9189.1396  55910 104530 23010 -10 999990
 9189.4307  55850 104430 22980 -20 1000000
 9189.7219  55750 104240 22960 -10 999990
 9190.013   55670 104120 22930 -10 999990
 9190.3041  55660 104100 22930 -10 1000000
 9190.5953  55570 103950 22920 -10 999990
 9190.8865  55560 103930 22910 -10 999990
 9191.1777  55460 103770 22880 -20 1000000
 9191.4508  55410 103670 22870 -10 999990
 9191.7238  55340 103550 22850 -10 999990
 9192.0151  55320 103530 22860 -10 1000000
 9192.3063  55200 103300 22820 -10 999990
 9192.5977  55160 103250 22830 -20 999990
 9192.889   55120 103180 22810 -10 1000000
 9193.1803  55040 103050 22800 -10 999990
 9193.4717  55000 102980 22810 -10 999990
 9193.7631  54980 102940 22810 -10 1000000
 9194.0362  54930 102870 22810 -10 999990
 9194.3094  54860 102750 22800 -10 999990
 9194.6009  54810 102670 22810 -20 1000000
 9194.8923  54700 102480 22780 -10 999990
 9195.1838  54610 102320 22760 -10 999990
 9195.4753  54620 102330 22800 -10 1000000
 9195.7668  54530 102190 22780 -10 999990
 9196.0583  54450 102070 22770 -10 999990
 9196.3499  54460 102070 22800 -10 1000000
 9196.6414  54380 101940 22790 -10 999990
 9196.933   54350 101900 22800 -10 999990
 9197.2064  54270 101750 22780 -20 1000000
 9197.4798  54250 101750 22800 -10 999990
 9197.7714  54150 101580 22780 -10 999990
 9198.0631  54080 101440 22770 -10 1000000
 9198.3548  54000 101300 22750 -10 999990
 9198.6465  53930 101200 22730 -10 999990
 9198.92    53890 101140 22730 -10 1000000
 9199.2117  53900 101160 22740 -10 999990
 9199.5035  53820 101010 22700 -10 999990
 9199.7952  53750 100910 22680 -10 1000000
 9200.087   53700 100830 22640 -10 999990
 9200.3788  53640 100720 22620 -10 999990
 9200.6707  53600 100680 22590 -10 1000000
 9200.9443  53540 100550 22550 -10 999990
 9201.2361  53470 100450 22500 -20 999990
 9201.528   53430 100370 22440 -10 1000000
 9201.8199  53380 100300 22410 -10 999990
 9202.1118  53350 100260 22370 -10 999990
 9202.4038  53290 100160 22300 -10 1000000
 9202.6957  53210 100020 22230 -10 999990
 9202.9877  53050 99720 22120 -20 999990
 9203.2615  53090 99840 22100 -10 1000000
 9203.5352  53060 99770 22040 -10 999990
 9203.8273  52980 99660 21950 -10 999990
 9204.1193  52940 99590 21880 -20 1000000
 9204.4114  52880 99470 21790 -10 999990
 9204.7035  52810 99370 21710 -10 999990
 9204.9956  52810 99380 21650 -10 1000000
 9205.2877  52740 99260 21560 -10 999990
 9205.5799  52660 99130 21470 -10 999990
 9205.872   52620 99070 21390 -10 1000000
 9206.1459  52630 99110 21330 -10 999990
 9206.4382  52590 99020 21260 -10 999990
 9206.7304  52520 98940 21170 -10 1000000
 9207.0043  52490 98880 21110 -10 999050
 9207.2966  52360 98670 20990 -10 999010
 9207.5889  52330 98610 20940 -10 999200
 9207.8812  52290 98540 20860 -10 999300
 9208.1735  52260 98510 20820 -10 999220
 9208.4658  52250 98510 20780 -20 999260
 9208.7582  52210 98450 20720 -10 999120
 9209.0506  52140 98340 20650 -10 998940
 9209.3247  52060 98190 20590 -10 998740
 9209.5988  52010 98110 20550 -10 998630
 9209.8912  51940 98000 20480 -10 998500
 9210.1837  51920 97970 20470 -20 998200
 9210.4762  51890 97930 20420 0 997970
 9210.7686  51900 97960 20420 -10 997880
 9211.0611  51850 97890 20380 -20 997990
 9211.3537  51780 97770 20350 -10 997960
 9211.6279  51630 97520 20280 -10 997710
 9211.9022  51570 97410 20260 -10 997460
 9212.1948  51630 97540 20270 -10 997420
 9212.4874  51570 97440 20250 -10 997450
 9212.78    51570 97460 20250 -10 997630
 9213.0726  51500 97350 20230 -10 997560
 9213.3653  51390 97140 20190 -10 997460
 9213.6579  51420 97230 20200 -10 997510
 9213.9506  51340 97080 20190 -10 997760
 9214.2251  51290 97020 20170 -10 997960
 9214.5178  51260 96990 20180 -20 998050
 9214.8288  51240 96940 20170 0 998160
 9215.1216  51180 96870 20160 -10 998230
 9215.3961  51140 96810 20160 -20 998270
 9215.6706  51090 96730 20160 -10 998300
 9215.9634  51070 96700 20160 -10 998120
 9216.2563  50980 96560 20140 -10 997870
 9216.5491  50930 96480 20140 -10 997800
 9216.842   50840 96340 20110 -10 997740
 9217.1349  50860 96380 20150 -10 997750
 9217.4278  50890 96450 20180 -10 997740
 9217.7207  50760 96250 20150 -20 997720
 9218.0137  50610 95950 20100 -10 997630
 9218.2884  50710 96190 20190 -10 997660
 9218.563   50650 96090 20180 -10 997690
 9218.8561  50610 96020 20190 -10 997810
 9219.1491  50650 96130 20230 -10 998280
 9219.4421  50570 95980 20230 -20 998840
 9219.7352  50500 95880 20230 0 999390
 9220.0283  50500 95910 20270 -20 999750
 9220.3214  50420 95770 20270 0 999990
 9220.5962  50310 95590 20270 -20 1000000
 9220.871   50310 95590 20300 -10 999990
 9221.1825  50270 95550 20320 -10 999990
 9221.4757  50250 95510 20350 -10 1000000
 9221.7506  50150 95360 20360 -10 999990
 9222.0438  50110 95300 20370 -10 999990
 9222.337   50090 95290 20420 -10 1000000
 9222.6303  50060 95240 20440 -10 999990
 9222.9236  49980 95120 20460 -10 999990
 9223.2169  49930 95020 20490 -10 1000000
 9223.5102  49930 95080 20530 -10 999990
 9223.8035  49950 95120 20600 -10 999990
 9224.0969  49860 94970 20610 -10 1000000
 9224.3719  49830 94930 20650 -10 999990
 9224.6469  49830 94950 20700 -10 999630
 9224.9403  49670 94660 20700 -10 999140
 9225.2338  49680 94710 20760 -10 999200
 9225.5272  49690 94750 20830 -10 999130
 9225.8207  49690 94780 20900 -10 998950
 9226.1142  49620 94650 20920 -10 999100
 9226.4077  49680 94810 21020 -10 998920
 9226.6828  49590 94650 21050 -10 998510
 9226.9764  49490 94480 21080 -10 998370
 9227.2699  49460 94410 21120 -10 998570
 9227.5452  49360 94270 21140 -10 998390
 9227.8388  49330 94250 21210 -20 998020
 9228.1324  49260 94120 21250 -10 997910
 9228.426   49310 94230 21330 -10 997730
 9228.7197  49260 94160 21380 -10 997550
 9229.0133  49290 94240 21450 -10 997630
 9229.307   49190 94090 21490 -10 997630
 9229.6007  49180 94080 21550 -10 997650
 9229.8761  49190 94110 21620 -10 997720
 9230.1515  49210 94170 21700 -10 997870
 9230.4453  49140 94070 21730 -10 997850
 9230.7391  48990 93800 21730 -10 997860
 9231.0329  48960 93750 21770 -10 997950
 9231.3267  48970 93800 21850 -10 997990
 9231.6205  48920 93730 21890 0 998070
 9231.9144  48980 93840 21980 -10 998380
 9232.2083  48790 93520 21950 -10 998640
 9232.5022  48950 93860 22110 -10 998820
 9232.7777  48840 93660 22110 -10 998980
 9233.0717  48640 93300 22080 -10 998990
 9233.3656  48750 93540 22200 -10 999010
 9233.6412  48730 93530 22260 -10 999100
 9233.9352  48700 93500 22300 -20 999040
 9234.2292  48750 93600 22380 -10 998930
 9234.5233  48720 93570 22420 -10 998840
 9234.8173  48610 93390 22450 -10 998590
 9235.1114  48540 93270 22450 -10 998540
 9235.3871  48490 93180 22480 0 998600
 9235.6812  48470 93180 22520 -20 998540
 9235.9937  48360 92970 22540 -10 998540
 9236.2695  48380 93060 22590 0 998400
 9236.5452  48420 93140 22650 -10 998540
 9236.8394  48400 93140 22700 -20 998750
 9237.1336  48400 93140 22740 -10 998740
 9237.4278  48370 93110 22760 -10 998760
 9237.7221  48280 92980 22750 -10 998710
 9238.0163  48300 93010 22800 -10 998700
 9238.3106  48230 92910 22810 -10 998780
 9238.6049  48130 92760 22790 -10 998890
 9238.8992  48130 92760 22820 -10 999100
 9239.1936  48170 92860 22880 -10 999410
 9239.4695  48130 92820 22880 -10 999640
 9239.7455  48110 92770 22900 -20 999780
 9240.0399  48030 92660 22880 0 999820
 9240.3343  47990 92610 22890 -20 999980
 9240.6287  47970 92570 22900 0 1000000
 9240.9232  47800 92290 22840 -20 999990
 9241.2177  47820 92330 22850 0 999990
 9241.5122  47860 92430 22900 -10 1000000
 9241.7883  47850 92450 22900 -10 999990
 9242.0644  47800 92380 22880 -20 999990
 9242.3773  47760 92310 22870 -10 1000000
 9242.6719  47770 92370 22890 -10 999990
 9242.9481  47760 92340 22880 0 999990
 9243.2427  47590 92060 22810 -10 1000000
 9243.5373  47670 92220 22850 -10 999990
 9243.8319  47630 92180 22830 -10 999990
 9244.1266  47660 92230 22840 -10 1000000
 9244.4213  47690 92340 22860 -10 999990
 9244.7159  47570 92110 22790 -10 999990
 9244.9922  47540 92080 22770 -10 1000000
 9245.2686  47540 92110 22780 -10 999990
 9245.5633  47530 92090 22760 -10 999990
 9245.8581  47410 91890 22710 -10 1000000
 9246.1529  47460 91990 22720 -10 999990
 9246.4477  47460 92020 22710 -10 999990
 9246.7425  47410 91950 22690 -10 1000000
 9247.0374  47440 92020 22710 -10 999990
 9247.3138  47390 91950 22660 -10 999990
 9247.5903  47340 91880 22650 -10 1000000
 9247.9036  47280 91770 22620 -10 999990
 9248.1985  47220 91690 22580 -10 999990
 9248.475   47280 91810 22610 -10 1000000
 9248.77    47210 91700 22570 -10 999990
 9249.065   47200 91700 22570 -10 999990
 9249.36    47090 91510 22520 -20 1000000
 9249.655   47120 91570 22530 -10 999990
 9249.95    47120 91610 22540 -10 999990
 9250.2451  47000 91400 22490 -10 1000000
 9250.5217  46920 91240 22440 -10 999990
 9250.8168  47010 91460 22490 -10 999990
 9251.1119  47080 91600 22540 -10 1000000
 9251.3886  47060 91590 22520 -20 999990
 9251.6838  46860 91200 22430 0 999990
 9251.9789  47040 91600 22530 -10 1000000
 9252.2741  47220 91940 22610 -10 999990
 9252.5693  47140 91810 22590 -20 999990
 9252.8646  47020 91620 22530 -10 1000000
 9253.1598  47050 91670 22560 -10 999990
 9253.4551  46980 91570 22520 0 999990
 9253.7504  47020 91640 22550 -20 1000000
 9254.0272  47000 91630 22530 -10 999990
 9254.3041  46970 91590 22540 -10 999460
 9254.5994  46860 91410 22470 0 999280
 9254.8948  46940 91570 22520 -20 999170
 9255.1902  46880 91490 22500 0 999050
 9255.4856  46950 91630 22530 -10 998870
 9255.781   46890 91540 22500 -10 998900
 9256.0764  46930 91630 22520 -10 999050
 9256.3534  46830 91460 22480 -10 998990
 9256.6489  46740 91290 22430 -10 998660
 9256.9444  46760 91370 22450 -10 998310
 9257.2214  46810 91470 22470 -10 998040
 9257.517   46800 91450 22460 -20 998060
 9257.8125  46760 91420 22440 -10 998100
 9258.1081  46660 91220 22390 -10 998080
 9258.4037  46690 91300 22410 -10 998020
 9258.6993  46650 91250 22390 -10 998080
 9258.9949  46560 91090 22350 -10 997780
 9259.2906  46740 91470 22440 -10 997590
 9259.5862  46710 91410 22420 -10 997490
 9259.8634  46720 91450 22420 -10 997490
 9260.1592  46690 91430 22420 -10 997340
 9260.4549  46630 91310 22380 -10 997530
 9260.7321  46610 91300 22370 -10 997760
 9261.0279  46510 91130 22320 -10 998120
 9261.3237  46510 91150 22320 -10 998540
 9261.6195  47180 92450 22640 -10 998930
 9261.9153  47430 92990 22760 -10 999360
 9262.2111  47450 93030 22760 -10 999530
 9262.507   47440 93040 22760 -10 999810
 9262.7844  47350 92870 22710 -10 999920
 9263.0803  47410 93010 22740 -10 999740
 9263.3762  47420 93060 22740 -10 999550
 9263.6536  47410 93040 22730 -10 999440
 9263.9496  47330 92910 22690 -10 999190
 9264.2456  47350 92960 22680 -10 998940
 9264.5416  47300 92910 22670 -20 998690
 9264.8376  47260 92830 22630 -10 998910
 9265.1336  47220 92770 22610 -10 999100
 9265.4112  47190 92730 22590 -10 999140
 9265.7072  47130 92640 22540 -10 999140
 9266.0218  47150 92690 22550 -10 999020
 9266.2994  47010 92440 22480 -20 999120
 9266.577   46860 92160 22390 0 999460
 9266.8732  46850 92140 22380 -20 999550
 9267.1693  46980 92440 22430 -10 999570
 9267.4655  47010 92500 22440 -10 999600
 9267.7617  47100 92710 22480 -10 999980
 9268.058   47030 92580 22430 -10 999990
 9268.3542  46940 92420 22380 -10 999990
 9268.6505  46940 92450 22370 -10 1000000
 9268.9282  46920 92440 22350 -10 999990
 9269.206   46890 92390 22330 -10 999990
 9269.5023  46830 92290 22290 -10 1000000
 9269.7987  46810 92280 22280 -10 999990
 9270.095   46790 92250 22260 -10 999990
 9270.3914  46880 92450 22280 -10 1000000
 9270.6878  46840 92400 22270 -10 999990
 9270.9842  46760 92250 22210 -10 999990
 9271.2806  46720 92180 22190 -10 1000000
 9271.5586  46680 92140 22160 -10 999990
 9271.8365  46660 92110 22140 -10 999990
 9272.133   46570 91970 22100 -10 1000000
 9272.4295  46530 91900 22070 -10 999990
 9272.726   46680 92210 22140 -10 999990
 9273.0226  46700 92260 22130 -10 999200
 9273.3191  46610 92100 22080 -10 998830
 9273.6157  46580 92070 22070 -10 998530
 9273.9123  46560 92050 22060 -10 998080
 9274.209   46510 91970 22030 -20 997670
 9274.5056  46560 92060 22040 -10 997380
 9274.7837  46520 92000 22020 -10 997010
 9275.0804  46410 91830 21970 -10 996510
 9275.3771  46420 91850 21960 -10 996280
 9275.6553  46370 91760 21940 -10 996420
 9275.952   46250 91550 21870 -10 996450
 9276.2488  46310 91690 21920 -10 996580
 9276.5456  46260 91600 21880 -10 996460
 9276.8424  46250 91610 21870 -10 996410
 9277.1206  46210 91540 21850 -10 996450
 9277.4175  46150 91450 21830 -10 996360
 9277.7329  46200 91540 21840 -10 996270
 9278.0112  46160 91500 21830 -10 996160
 9278.2895  46160 91530 21820 -10 996220
 9278.5864  45980 91170 21740 -10 996160
 9278.8834  46110 91460 21800 -10 996050
 9279.1803  46170 91590 21830 -10 996040
 9279.4773  46090 91440 21780 -20 995990
 9279.7743  46060 91410 21780 0 996100
 9280.0713  45910 91120 21700 -10 996150
 9280.3683  46150 91620 21810 -20 996260
 9280.6654  46270 91880 21870 0 995990
 9280.9439  46180 91710 21830 -10 995550
 9281.2224  46150 91680 21810 -20 995410
 9281.5195  46120 91620 21800 -10 995450
 9281.8166  46050 91520 21770 -10 995610
 9282.1138  46050 91520 21770 -10 995760
 9282.4109  46020 91480 21760 -10 995980
 9282.7081  45910 91270 21700 -10 996070
 9283.0053  46400 92270 21940 -10 996300
 9283.3025  46320 92110 21900 -10 996450
 9283.5812  46310 92120 21900 -10 996580
 9283.8599  46240 92020 21870 -20 996730
 9284.1757  45760 91080 21640 -10 996860
 9284.473   45920 91400 21710 -10 997010
 9284.7703  47190 93960 22320 -10 997150
 9285.0677  48470 96500 22920 -10 997320
 9285.3464  48820 97230 23080 -10 997290
 9285.6438  48810 97220 23090 -10 997250
 9285.9412  48820 97270 23090 -10 997250
 9286.2386  48760 97160 23060 -10 997270
 9286.5361  48740 97130 23050 -10 997170
 9286.8335  48690 97040 23020 -20 997200
 9287.1124  48650 97000 23010 0 997090
 9287.4099  48600 96910 23000 -20 996910
 9287.7074  48580 96880 22970 -10 996520
 9287.9863  48550 96840 22960 -10 996040
 9288.2839  48410 96590 22900 -10 995600
 9288.5814  48340 96440 22850 -10 995300
 9288.879   48290 96390 22840 -10 995050
 9289.1766  48340 96480 22870 -10 994860
 9289.4743  48310 96450 22850 -10 994710
 9289.7533  48190 96220 22790 -10 994630
 9290.0324  47960 95770 22690 -10 994830
 9290.3487  47950 95760 22670 -10 994860
 9290.6464  47760 95400 22590 -10 994820
 9290.9255  47810 95550 22630 -10 994760
 9291.2232  47950 95820 22680 -10 994680
 9291.521   48080 96080 22750 -10 994600
 9291.8188  48030 96010 22720 -10 994540
 9292.1165  48050 96070 22730 -20 994550
 9292.4144  47960 95910 22700 -10 994510
 9292.7122  47940 95890 22690 -10 994350
 9292.9914  47940 95890 22690 -20 994150
 9293.2707  47800 95630 22610 -10 993740
 9293.5686  47760 95580 22610 -10 993580
 9293.8665  47730 95530 22600 -10 993520
 9294.1644  47790 95660 22620 -10 993550
 9294.4624  47720 95530 22590 -10 993500
 9294.7604  47670 95470 22570 -10 993240
 9295.0584  47640 95400 22560 -10 992930
 9295.3564  47680 95520 22580 -10 992470
 9295.6544  47600 95370 22540 -20 992190
 9295.9525  47590 95370 22540 0 992010
 9296.2505  47520 95250 22510 -10 992080
 9296.5486  47550 95320 22520 -20 992190
 9296.8281  47520 95290 22520 -10 992280
