MRCAT_XAFS V0.3 Datafile
"11Feb_Cu8.001" created at APS 10ID on Wed Mar  2 08:21:55 2011
Ring energy= 7.00 GeV
E0= 8979.00
NUM_REGIONS= 1
SRB= 8800
SRSS= 0.3
SPP= 0.1
Settling time= 0


Offsets= 13246.00 11305.00 10392.00 13242.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
Gains= 8.00 6.00 6.00 7.00 9.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
transmission, Cu foil Ref
GB-562S
Cu EXAFS at RT As received in Air
------------------------------------------------------------------------------------------------
   energy     mcs3     mcs4     mcs5     mcs6    mcs10 
 8945.4971  46170 128200 154530 -20 1000000
 8945.7553  46190 128230 154560 -30 999990
 8946.0136  46170 128220 154560 -20 999990
 8946.2892  46220 128370 154750 -20 1000000
 8946.5647  46200 128310 154670 -20 999930
 8946.8403  46150 128220 154550 -20 999960
 8947.1158  46100 128060 154380 -20 1000000
 8947.3914  46110 128130 154450 -20 999990
 8947.6498  46140 128210 154560 -30 999990
 8947.9082  46160 128300 154660 -20 1000000
 8948.2011  46090 128100 154420 -20 999990
 8948.4768  46120 128210 154580 -30 999990
 8948.7352  46150 128300 154660 -20 1000000
 8949.0109  46090 128170 154500 -20 999990
 8949.2867  46020 127990 154310 -20 999990
 8949.5624  45980 127870 154170 -20 1000000
 8949.8381  45820 127440 153620 -30 999990
 8950.1139  45820 127470 153650 -20 999990
 8950.3897  45890 127680 153930 -20 1000000
 8950.6655  45960 127860 154150 -20 999990
 8950.9413  45980 127980 154290 -20 999990
 8951.1999  46010 128070 154370 -20 1000000
 8951.4586  46010 128070 154380 -20 999990
 8951.7344  46040 128150 154480 -20 999990
 8952.0103  45990 128060 154360 -30 1000000
 8952.2862  46040 128200 154560 -20 999990
 8952.5621  45970 128030 154340 -20 999990
 8952.8381  45950 127980 154270 -20 1000000
 8953.1141  45980 128050 154360 -20 999990
 8953.39    45930 127950 154230 -20 999990
 8953.666   45870 127820 154050 -20 1000000
 8953.9248  45900 127870 154120 -30 999990
 8954.1836  45860 127800 154050 -10 999990
 8954.4596  45820 127700 153920 -20 1000000
 8954.7357  45760 127540 153720 -30 999770
 8955.0118  45720 127480 153620 -20 999250
 8955.2878  45600 127110 153190 -20 999040
 8955.564   45460 126760 152770 -20 998730
 8955.8228  45200 126040 151900 -20 998670
 8956.099   44910 125260 150930 -20 998820
 8956.3924  44460 124050 149480 -20 999150
 8956.6686  43670 121800 146760 -30 999620
 8956.9275  42580 118840 143180 -20 999960
 8957.1865  42030 117290 141290 -20 999970
 8957.4627  42670 119090 143430 -20 999910
 8957.739   44080 123040 148200 -10 1000000
 8958.0153  45200 126170 151980 -30 999990
 8958.2915  45730 127670 153790 -20 999880
 8958.5678  46010 128420 154690 -20 999410
 8958.8442  46080 128660 154960 -20 999070
 8959.1205  46180 128930 155280 -30 998980
 8959.3796  46160 128890 155190 -20 999020
 8959.656   46170 128930 155270 -20 998940
 8959.9324  46160 128910 155210 -20 998930
 8960.1915  46160 128940 155240 -30 998910
 8960.4679  46160 128930 155220 -10 998590
 8960.7444  46180 129010 155290 -20 998290
 8961.0208  46140 128890 155140 -20 998260
 8961.2973  46140 128920 155160 -30 998120
 8961.5738  46110 128840 155050 -20 997910
 8961.8503  46120 128900 155090 -20 997760
 8962.1268  46130 128920 155100 -20 997450
 8962.3861  46090 128830 154960 -20 997050
 8962.6454  46080 128800 154920 -20 996760
 8962.922   46060 128750 154820 -20 996470
 8963.1986  46060 128790 154860 -20 996120
 8963.4752  46040 128730 154770 -30 995880
 8963.7518  46040 128730 154730 -20 996020
 8964.0285  46030 128730 154710 -20 996370
 8964.3051  46060 128810 154790 -20 996650
 8964.5645  46050 128770 154690 -20 996670
 8964.8412  46030 128730 154610 -20 996630
 8965.1179  45990 128650 154500 -20 996730
 8965.3774  46000 128670 154490 -30 996640
 8965.6541  45960 128560 154320 -20 996700
 8965.9309  45940 128550 154270 -20 996800
 8966.2077  45980 128620 154310 -20 996910
 8966.4845  45950 128570 154220 -30 997220
 8966.7613  45910 128470 154060 -20 997590
 8967.0382  45970 128620 154180 -20 998000
 8967.315   45960 128600 154150 -20 998280
 8967.5919  45920 128500 153960 -20 998340
 8967.8515  45900 128460 153870 -30 998360
 8968.1111  45930 128530 153890 -20 998460
 8968.388   45910 128480 153800 -20 998630
 8968.665   45870 128380 153590 -20 998720
 8968.9419  45850 128310 153460 -20 998670
 8969.2189  45840 128300 153380 -20 998570
 8969.4959  45740 128020 152990 -20 998730
 8969.7729  45650 127790 152630 -20 998880
 8970.0499  45640 127730 152490 -20 999060
 8970.327   45730 128000 152720 -30 999290
 8970.5867  45800 128190 152880 -20 999650
 8970.8465  45780 128150 152720 -20 1000000
 8971.1409  45800 128190 152680 -20 999990
 8971.4181  45820 128230 152630 -30 999990
 8971.6779  45770 128090 152370 -20 1000000
 8971.955   45800 128160 152330 -20 999990
 8972.2322  45750 128020 152040 -20 999990
 8972.5094  45790 128140 152070 -20 1000000
 8972.7866  45790 128110 151900 -20 999990
 8973.0638  45810 128160 151830 -20 999990
 8973.341   45700 127820 151260 -20 1000000
 8973.6183  45730 127910 151240 -30 999690
 8973.8782  45730 127900 151040 -20 999290
 8974.1382  45710 127810 150760 -20 999220
 8974.4155  45770 127970 150750 -20 999070
 8974.6928  45780 127950 150510 -20 998990
 8974.9702  45660 127610 149900 -20 999000
 8975.2475  45710 127730 149780 -30 999020
 8975.5249  45650 127490 149240 -10 998960
 8975.8023  45670 127550 148980 -30 998740
 8976.0797  45670 127500 148550 -20 998540
 8976.3398  45620 127310 147960 -20 998330
 8976.5999  45630 127250 147480 -20 998280
 8976.8774  45640 127270 147040 -20 998300
 8977.1549  45600 127050 146250 -20 998330
 8977.4324  45600 127000 145590 -20 998360
 8977.7099  45660 127040 144950 -20 998640
 8977.9874  45640 126890 143980 -20 998920
 8978.265   45560 126540 142640 -20 999200
 8978.5426  45630 126580 141590 -20 999510
 8978.8201  45540 126140 139770 -20 999650
 8979.0978  45570 125990 138030 -20 999780
 8979.358   45590 125750 135730 -20 999890
 8979.6183  45560 125270 132740 -20 999970
 8979.896   45570 124890 129100 -20 1000000
 8980.1736  45560 124300 124450 -20 999990
 8980.4513  45510 123570 118370 -10 999990
 8980.729   45450 122830 110840 -20 1000000
 8981.0068  45540 122610 102280 -20 999990
 8981.2845  45560 122290 92640 -20 999990
 8981.5623  45510 121830 83440 -10 1000000
 8981.8401  45450 121190 75290 -20 999990
 8982.1179  45460 120510 69140 -10 999990
 8982.3783  45410 119270 64370 -20 1000000
 8982.6388  45440 117970 61010 -20 999990
 8982.9166  45450 116340 58530 -10 999990
 8983.1945  45410 114410 56620 -10 999660
 8983.4724  45350 112430 55330 -20 999130
 8983.7503  45360 110510 54530 -10 998940
 8984.0282  45360 108470 54000 -20 998890
 8984.2887  45280 106140 53540 -10 998890
 8984.5493  45330 104110 53280 -20 998940
 8984.8447  45290 102200 52950 -10 998860
 8985.1227  45260 100480 52500 -10 998570
 8985.3833  45250 99050 51890 -10 998310
 8985.6613  45260 97650 50920 -10 998140
 8985.9393  45280 96270 49630 -10 997820
 8986.2174  45280 94800 48010 -10 997690
 8986.4955  45220 93180 46210 -10 997350
 8986.7736  45240 91720 44470 -10 996880
 8987.0517  45170 90070 42740 -20 996560
 8987.3298  45230 88760 41260 -10 996480
 8987.5906  45180 87290 39840 -10 996480
 8987.8687  45120 85970 38540 -10 996540
 8988.1469  45150 85120 37510 -10 996630
 8988.4077  45150 84510 36590 -10 996770
 8988.6859  45120 84150 35730 -10 996670
 8988.9642  45040 83950 34910 -10 996770
 8989.2424  45140 84230 34220 -10 996970
 8989.5207  45090 84270 33340 -10 997200
 8989.799   45090 84380 32430 -10 997620
 8990.0773  45040 84280 31380 -10 998010
 8990.3382  45090 84250 30320 -10 998440
 8990.5991  45050 83890 29100 -10 999000
 8990.8949  45060 83540 27860 -10 999540
 8991.1733  44990 82960 26510 -10 999850
 8991.4342  45040 82570 25260 -10 1000000
 8991.7127  45000 81950 23930 -10 999990
 8991.9911  45000 81450 22680 -10 999990
 8992.2695  44970 80870 21460 -10 1000000
 8992.548   44910 80280 20310 -10 999990
 8992.8265  44970 79920 19300 -10 999990
 8993.0875  44950 79460 18340 -10 1000000
 8993.3661  44910 78950 17440 0 999990
 8993.6446  44860 78470 16640 -10 999500
 8993.9057  44890 78090 15950 -10 998820
 8994.1843  44830 77610 15330 0 998540
 8994.4629  44840 77160 14760 -10 998060
 8994.7415  44880 76770 14310 -10 997740
 8995.0201  44900 76330 13910 0 997440
 8995.2987  44800 75720 13570 -20 997230
 8995.5774  44760 75200 13340 0 997150
 8995.8386  44730 74770 13210 -10 997270
 8996.0999  44750 74430 13170 -10 997390
 8996.3786  44750 74090 13210 -10 997410
 8996.6573  44730 73740 13290 -10 997570
 8996.936   44640 73330 13420 -10 997820
 8997.2148  44640 73090 13600 0 997910
 8997.4936  44620 72840 13800 -10 998020
 8997.7724  44640 72720 14040 -10 998130
 8998.0512  44640 72560 14260 -10 998190
 8998.33    44600 72400 14490 0 998300
 8998.5914  44610 72310 14730 -10 998300
 8998.8528  44580 72210 14940 -10 998120
 8999.1317  44530 72060 15130 0 998120
 8999.4106  44520 71970 15300 -10 998120
 8999.6895  44500 71900 15440 -10 997950
 8999.9685  44470 71780 15540 -10 997740
 9000.2474  44430 71670 15590 -10 997700
 9000.5264  44430 71580 15610 0 997630
 9000.8054  44430 71530 15590 -10 997610
 9001.0844  44390 71430 15510 -10 998030
 9001.3459  44330 71290 15380 -10 998500
 9001.625   44240 71130 15190 -10 999020
 9001.9215  44110 70940 14960 -10 999330
 9002.1831  43930 70670 14660 0 999640
 9002.4622  43600 70200 14290 -10 999940
 9002.7413  43320 69810 13910 -10 999990
 9003.003   43470 70150 13660 -10 1000000
 9003.2821  43900 70950 13490 0 999990
 9003.5613  44110 71410 13250 -10 999990
 9003.8404  44230 71730 13010 -10 1000000
 9004.1022  44230 71860 12780 -10 999990
 9004.3814  44240 72000 12600 0 999990
 9004.6781  44230 72090 12470 -10 1000000
 9004.9399  44180 72130 12400 -10 999990
 9005.2017  44220 72290 12430 -10 999990
 9005.481   44190 72320 12480 0 1000000
 9005.7603  44170 72420 12620 -10 999990
 9006.0396  44140 72410 12770 -10 999990
 9006.3189  44120 72480 12980 -10 1000000
 9006.5983  44110 72530 13200 0 999990
 9006.8776  44110 72640 13470 -10 999990
 9007.157   44080 72660 13720 -10 1000000
 9007.4364  44100 72760 13980 -10 999990
 9007.7159  44060 72770 14210 -10 999990
 9007.9778  44050 72810 14440 -10 1000000
 9008.2398  44020 72810 14650 0 999990
 9008.5193  44010 72860 14840 -10 999990
 9008.7988  44000 72890 15020 -10 1000000
 9009.0783  43980 72900 15170 -10 999990
 9009.3578  43970 72920 15320 0 999990
 9009.6374  44000 73010 15490 -10 1000000
 9009.9169  43990 73020 15640 -10 999990
 9010.179   43930 72950 15770 -10 999990
 9010.4412  43940 72980 15940 -10 1000000
 9010.7208  43890 72940 16090 0 999530
 9011.0004  43920 73000 16270 -10 999010
 9011.2801  43920 73030 16440 -10 998780
 9011.5597  43890 73010 16600 -10 998710
 9011.8394  43870 73000 16740 0 998740
 9012.1191  43850 72990 16860 -10 998730
 9012.3988  43820 72970 16970 -10 998590
 9012.6786  43770 72900 17040 -10 998340
 9012.9408  43770 72970 17110 -10 998130
 9013.2031  43650 72810 17100 0 997900
 9013.4829  43450 72520 17070 -10 997840
 9013.7627  43200 72170 16970 -10 997770
 9014.0426  42850 71660 16840 0 997490
 9014.3224  42760 71570 16790 -10 997380
 9014.6023  43160 72330 16930 -10 997270
 9014.8821  43460 72940 17050 -10 997090
 9015.162   43600 73280 17070 -10 996900
 9015.442   43610 73400 17070 0 996970
 9015.7219  43660 73590 17050 -10 997260
 9015.9843  43660 73750 17040 -10 997490
 9016.2468  43670 73900 17020 -10 997530
 9016.5268  43630 73970 16960 0 997510
 9016.8068  43650 74120 16940 -10 997380
 9017.0868  43620 74240 16880 -10 997000
 9017.3668  43610 74380 16810 -10 996570
 9017.6469  43590 74500 16750 0 996240
 9017.927   43630 74710 16680 -10 995950
 9018.2071  43570 74790 16580 -10 995860
 9018.4872  43550 74880 16480 -10 995830
 9018.7498  43580 75070 16390 0 995690
 9019.0124  43570 75190 16290 -10 995710
 9019.2926  43520 75240 16150 -10 995760
 9019.5728  43470 75280 16020 -10 995730
 9019.853   43490 75450 15910 -10 995880
 9020.1332  43530 75620 15800 0 996120
 9020.4134  43490 75690 15660 -10 996350
 9020.6937  43540 75870 15570 -10 996560
 9020.9739  43470 75870 15420 -10 996690
 9021.2542  43530 76120 15330 -10 996970
 9021.517   43430 76030 15200 0 997250
 9021.7798  43380 76050 15080 -10 997460
 9022.0776  43380 76170 14980 -10 997740
 9022.358   43390 76270 14880 -10 997980
 9022.6208  43410 76430 14800 0 997950
 9022.9012  43380 76450 14700 -20 997980
 9023.1816  43470 76710 14630 -10 998110
 9023.4621  43410 76690 14520 0 998130
 9023.725   43370 76680 14400 -10 998160
 9024.0054  43360 76750 14310 -10 998260
 9024.3035  43310 76710 14190 -10 998340
 9024.5664  43280 76740 14090 -10 998310
 9024.8294  43320 76840 14000 -10 998190
 9025.1099  43300 76860 13900 -10 998100
 9025.3905  43320 76900 13810 -10 998250
 9025.671   43290 76890 13710 -10 998550
 9025.9516  43260 76860 13630 0 999040
 9026.2322  43240 76830 13560 -10 999630
 9026.5129  43320 76960 13510 -10 999980
 9026.7935  43220 76770 13430 -10 999990
 9027.0741  43220 76780 13390 0 1000000
 9027.3548  43260 76820 13370 -10 999990
 9027.618   43170 76650 13340 -10 999990
 9027.8811  43240 76720 13350 -10 1000000
 9028.1619  43210 76650 13370 -10 999990
 9028.4426  43150 76490 13380 -10 999990
 9028.7234  43140 76430 13410 0 1000000
 9029.0041  43140 76370 13460 -10 999990
 9029.2849  43180 76410 13550 -10 999990
 9029.5658  43180 76340 13620 -10 1000000
 9029.829   43060 76070 13670 0 999990
 9030.1099  43140 76180 13790 -10 999990
 9030.3907  43060 75950 13870 -10 1000000
 9030.6541  43050 75890 13960 -10 999990
 9030.9525  43030 75810 14080 -10 999990
 9031.2335  43090 75820 14200 0 1000000
 9031.4968  43080 75780 14330 -10 999990
 9031.7778  43020 75590 14430 -10 999990
 9032.0588  43050 75570 14560 -10 1000000
 9032.3398  42970 75390 14660 -10 999990
 9032.6208  43030 75430 14810 -10 999990
 9032.8842  43010 75350 14930 -10 999700
 9033.1477  43070 75400 15080 0 999680
 9033.4463  43010 75220 15180 -10 999800
 9033.7274  42940 75070 15280 -10 999970
 9033.9909  43060 75200 15430 -10 999990
 9034.2721  42910 74920 15490 0 999990
 9034.5532  42930 74900 15590 -10 1000000
 9034.8343  42920 74820 15680 -10 999990
 9035.1155  42970 74890 15790 -10 999990
 9035.3967  42890 74690 15830 0 1000000
 9035.6779  42930 74740 15910 -10 999990
 9035.9591  42880 74600 15960 0 999990
 9036.2228  42870 74560 16000 -10 1000000
 9036.4865  42870 74530 16050 -10 999990
 9036.7677  42870 74470 16090 0 999990
 9037.049   42840 74400 16120 -10 1000000
 9037.3303  42850 74370 16160 -10 999990
 9037.6117  42910 74460 16190 -10 999990
 9037.893   42860 74310 16190 -10 1000000
 9038.1744  42760 74110 16170 0 999990
 9038.4558  42760 74070 16170 -10 999990
 9038.7372  42790 74080 16190 -10 1000000
 9039.001   42720 73920 16160 -10 999990
 9039.2648  42730 73900 16140 -10 999990
 9039.5639  42740 73880 16130 -10 1000000
 9039.8453  42710 73770 16090 0 999990
 9040.1092  42740 73780 16070 -10 999990
 9040.3907  42720 73700 16040 -10 1000000
 9040.6723  42680 73580 15980 -10 999990
 9040.9538  42820 73760 15980 -10 999990
 9041.2354  42700 73510 15900 -10 1000000
 9041.5169  42670 73420 15830 -10 999990
 9041.7809  42710 73410 15790 -10 999990
 9042.0626  42700 73360 15740 -10 1000000
 9042.3442  42690 73250 15680 0 999990
 9042.6082  42670 73190 15630 -10 999990
 9042.8899  42690 73150 15590 0 1000000
 9043.1716  42660 73060 15540 -10 999990
 9043.4533  42630 72930 15470 -10 999990
 9043.735   42660 72920 15460 -10 1000000
 9044.0167  42620 72780 15400 0 999990
 9044.2809  42690 72860 15400 -10 999990
 9044.545   42700 72790 15390 -10 999200
 9044.8268  42650 72670 15350 -10 998490
 9045.1086  42630 72560 15330 0 998130
 9045.3905  42630 72510 15320 -10 997830
 9045.6723  42600 72380 15310 -10 997780
 9045.9542  42600 72310 15320 0 997940
 9046.236   42590 72230 15320 -10 998180
 9046.5179  42590 72170 15320 -10 998280
 9046.7999  42590 72090 15320 -10 998280
 9047.0818  42600 72050 15330 -10 998320
 9047.3637  42560 71920 15320 0 998380
 9047.6457  42610 71950 15340 -10 998610
 9047.9101  42570 71810 15310 -10 999020
 9048.1744  42550 71710 15290 0 999290
 9048.4565  42530 71620 15260 -10 999660
 9048.7385  42590 71650 15260 -10 999910
 9049.0206  42580 71590 15230 -10 999990
 9049.3026  42570 71530 15190 0 999990
 9049.5847  42520 71370 15130 -10 1000000
 9049.8668  42560 71390 15110 -10 999990
 9050.1313  42520 71290 15040 -10 999990
 9050.4135  42550 71300 15000 -10 1000000
 9050.6956  42490 71160 14940 -10 999990
 9050.9602  42480 71100 14880 0 999990
 9051.2424  42480 71080 14850 -10 1000000
 9051.5246  42490 71040 14780 -10 999990
 9051.8068  42520 71070 14760 -10 999990
 9052.0891  42490 70990 14710 -10 1000000
 9052.3714  42480 70930 14660 -10 999990
 9052.6536  42440 70850 14610 0 999990
 9052.936   42480 70900 14590 -10 1000000
 9053.2006  42470 70860 14560 -10 999990
 9053.4653  42490 70870 14550 -10 999990
 9053.7477  42440 70770 14510 -10 1000000
 9054.0301  42430 70760 14510 -10 999990
 9054.3125  42470 70820 14510 0 999990
 9054.5949  42440 70760 14490 -10 1000000
 9054.8773  42420 70720 14500 -10 999990
 9055.1598  42400 70710 14500 -10 999990
 9055.4422  42430 70740 14500 -10 1000000
 9055.7247  42440 70790 14520 0 999990
 9056.0072  42450 70810 14520 -10 999990
 9056.2721  42470 70860 14540 -10 1000000
 9056.5369  42510 70940 14540 -10 999990
 9056.8195  42460 70890 14520 -10 999990
 9057.1021  42480 70940 14530 0 1000000
 9057.3847  42500 70990 14530 -10 999990
 9057.6673  42510 71030 14520 -10 999630
 9057.9499  42460 70980 14480 0 998900
 9058.2325  42510 71100 14480 -10 998560
 9058.5152  42510 71130 14470 -10 998250
 9058.7979  42520 71180 14440 -10 997980
 9059.0629  42500 71170 14400 -10 997630
 9059.3456  42450 71130 14350 -10 997340
 9059.6284  42220 70770 14240 0 997350
 9059.8935  41820 70130 14070 -10 997380
 9060.1762  41610 69840 13950 -10 997380
 9060.459   41850 70280 14000 -10 997320
 9060.7418  42150 70810 14050 -10 997200
 9061.0246  42290 71110 14060 -10 997190
 9061.3075  42350 71220 14030 0 997190
 9061.5903  42360 71300 14000 -10 997110
 9061.8732  42410 71420 13990 -10 997020
 9062.1561  42420 71480 13950 0 996870
 9062.439   42420 71520 13920 -10 996710
 9062.7043  42430 71570 13900 -10 996550
 9062.9696  42400 71570 13860 -10 996520
 9063.2525  42380 71600 13830 0 996500
 9063.5355  42410 71670 13820 -10 996560
 9063.8185  42390 71680 13790 -10 996650
 9064.0838  42390 71720 13780 -10 996590
 9064.3669  42320 71660 13730 0 996620
 9064.6676  42220 71520 13680 -10 996810
 9064.933   42210 71550 13670 -10 996980
 9065.2161  42290 71730 13680 0 997090
 9065.4992  42370 71910 13690 -10 997260
 9065.7646  42380 71980 13680 -10 997520
 9066.0478  42420 72090 13670 -10 997780
 9066.3309  42430 72160 13670 0 998060
 9066.6141  42470 72270 13670 -10 998180
 9066.8973  42470 72330 13650 -10 998190
 9067.1805  42490 72420 13630 -10 998250
 9067.4638  42440 72410 13610 0 998490
 9067.747   42530 72610 13610 -10 998610
 9068.0303  42510 72640 13580 -10 998650
 9068.3136  42500 72680 13560 -10 998660
 9068.5792  42480 72710 13530 0 998680
 9068.8448  42490 72790 13510 -10 998890
 9069.1282  42470 72820 13470 -10 999210
 9069.4115  42460 72870 13440 -10 999350
 9069.6949  42440 72890 13400 -10 999540
 9069.9783  42490 73060 13390 0 999750
 9070.2617  42440 73040 13350 -10 999980
 9070.5452  42430 73080 13310 -10 1000000
 9070.8109  42430 73140 13290 -10 999990
 9071.0944  42450 73260 13250 0 999990
 9071.3778  42480 73350 13240 -10 1000000
 9071.6436  42430 73350 13200 -10 999990
 9071.9272  42430 73400 13170 -10 999990
 9072.2107  42410 73420 13140 -10 1000000
 9072.4942  42430 73520 13130 0 999990
 9072.7778  42380 73500 13090 -10 999990
 9073.0614  42420 73630 13100 -10 1000000
 9073.345   42400 73660 13080 0 999990
 9073.6109  42420 73750 13070 -10 999990
 9073.8946  42400 73780 13070 -10 1000000
 9074.1783  42460 73950 13090 0 999990
 9074.4442  42460 74010 13100 -20 999990
 9074.7279  42500 74120 13130 0 1000000
 9075.0116  42500 74190 13130 -10 999990
 9075.2954  42580 74400 13200 -10 999990
 9075.5791  42600 74460 13220 -10 1000000
 9075.8629  42610 74550 13260 0 999990
 9076.1467  42590 74580 13300 -20 999990
 9076.4305  42640 74700 13350 -10 1000000
 9076.7143  42640 74770 13410 0 999990
 9076.9804  42630 74800 13440 -10 999990
 9077.2466  42610 74820 13500 -10 1000000
 9077.5304  42630 74880 13560 -10 999990
 9077.8143  42630 74940 13630 -10 999990
 9078.0983  42660 75040 13700 -10 1000000
 9078.3822  42650 75080 13760 0 999990
 9078.6661  42670 75150 13840 -10 999990
 9078.9501  42720 75280 13930 -10 1000000
 9079.2341  42680 75260 13990 0 999990
 9079.5004  42710 75340 14090 -10 999990
 9079.7844  42710 75390 14160 -10 1000000
 9080.0684  42710 75420 14250 -10 999990
 9080.3347  42760 75550 14340 0 999990
 9080.6188  42770 75620 14430 -10 1000000
 9080.9029  42730 75580 14510 -10 999990
 9081.187   40720 72060 13900 0 999380
 9081.4712  45690 80910 15690 -10 999110
 9081.7553  47300 83800 16330 -10 999120
 9082.0217  47420 84050 16470 -10 998970
 9082.3059  47440 84120 16560 -10 998790
 9082.5901  47450 84160 16640 -10 998490
 9082.8566  47450 84210 16730 -10 998450
 9083.1408  47430 84200 16800 -10 998440
 9083.4251  47460 84310 16890 0 998240
 9083.7094  47470 84340 16970 -10 998050
 9083.9937  47480 84400 17040 -10 998110
 9084.278   47420 84320 17100 -10 998320
 9084.5623  47400 84310 17170 -10 998500
 9084.8467  47440 84410 17260 -10 998600
 9085.131   47400 84380 17310 -10 998660
 9085.4154  47440 84460 17390 -10 998750
 9085.6998  47400 84420 17450 0 998920
 9085.9665  47380 84410 17520 -10 999080
 9086.2331  47270 84250 17540 -10 999130
 9086.5176  47110 83970 17540 -10 999240
 9086.8021  46800 83450 17490 -10 999400
 9087.0865  46420 82780 17400 -10 999550
 9087.3711  46370 82720 17450 -10 999670
 9087.6378  46640 83220 17600 -10 999930
 9087.9046  46890 83670 17740 -10 999910
 9088.1891  46980 83870 17830 -10 999840
 9088.4737  47040 83990 17900 -10 999990
 9088.7583  47030 83980 17920 0 999670
 9089.0429  47090 84100 17980 -10 999550
 9089.3276  47090 84120 18010 -10 999510
 9089.6122  47090 84110 18030 0 999490
 9089.8969  47110 84170 18070 -20 999440
 9090.1816  47080 84120 18080 0 999280
 9090.4485  47030 84050 18080 -10 999070
 9090.7332  47000 83990 18090 -10 998960
 9091.0358  47040 84070 18130 -10 998750
 9091.3028  47070 84140 18170 -10 998400
 9091.5697  47030 84080 18180 -10 998220
 9091.8545  46960 83940 18190 -10 997960
 9092.1394  46960 83940 18230 -10 997700
 9092.4242  46930 83900 18260 -10 997450
 9092.709   46900 83840 18280 0 997330
 9092.9939  46870 83790 18320 -10 997560
 9093.2788  46930 83890 18400 -10 997710
 9093.5637  46900 83840 18450 -10 997740
 9093.8308  46890 83810 18510 0 997790
 9094.1158  46860 83750 18550 -20 997900
 9094.4008  46850 83730 18620 -10 998060
 9094.6679  46860 83730 18680 0 998160
 9094.9529  46830 83690 18750 -10 998300
 9095.2379  46810 83630 18810 -10 998430
 9095.523   46780 83550 18870 -10 998580
 9095.808   46740 83500 18940 -10 998710
 9096.0931  46750 83490 19010 0 998600
 9096.3782  46710 83410 19070 -10 998560
 9096.6455  46740 83450 19150 -10 998790
 9096.9128  46730 83430 19220 -10 998800
 9097.1979  46700 83350 19270 0 998810
 9097.4831  46710 83360 19340 -10 998980
 9097.7683  46680 83320 19400 -10 999090
 9098.0535  46640 83210 19420 -20 999150
 9098.3387  46620 83150 19480 -10 999170
 9098.6239  46610 83140 19520 -10 999250
 9098.9092  46640 83180 19580 -10 999100
 9099.1944  46610 83110 19600 0 999040
 9099.4797  46590 83060 19630 -10 998840
 9099.7472  46540 82950 19630 -10 998570
 9100.0325  46520 82900 19640 -10 998560
 9100.3179  46540 82940 19660 -10 998390
 9100.5854  46530 82890 19660 -10 998300
 9100.8708  46540 82900 19670 -10 998280
 9101.1562  46550 82910 19670 -10 998590
 9101.4416  46490 82780 19630 0 998900
 9101.727   46480 82740 19610 -10 999000
 9102.0125  46440 82660 19580 -20 999090
 9102.298   46450 82670 19550 -10 999100
 9102.5656  46420 82590 19520 0 999040
 9102.8511  46410 82560 19470 -10 998930
 9103.1366  46410 82560 19430 -10 998790
 9103.4043  46390 82500 19370 -10 998790
 9103.6899  46410 82510 19340 -10 998890
 9103.9755  46350 82400 19260 -10 998970
 9104.2611  46320 82330 19190 0 999120
 9104.5467  46300 82290 19130 -10 999360
 9104.8323  46290 82280 19060 -10 999610
 9105.1001  46320 82300 19020 -10 999920
 9105.3858  46280 82230 18930 -10 999990
 9105.6715  46270 82190 18860 0 999990
 9105.9393  46240 82130 18780 -10 1000000
 9106.225   46250 82140 18720 -10 999990
 9106.5108  46260 82170 18650 -10 999990
 9106.7965  46220 82070 18570 -10 1000000
 9107.0823  46190 82020 18480 -10 999990
 9107.3681  46170 81960 18410 0 999990
 9107.6539  46110 81850 18320 -20 1000000
 9107.9398  46100 81820 18240 0 999990
 9108.2256  46090 81800 18180 -10 999990
 9108.5115  46100 81800 18110 -10 1000000
 9108.7974  46070 81750 18040 -10 999990
 9109.0654  46060 81720 17960 -20 999990
 9109.3335  46000 81610 17890 0 1000000
 9109.6194  45990 81560 17810 -10 999990
 9109.9054  45990 81580 17760 -10 999990
 9110.1914  45970 81520 17690 -10 1000000
 9110.4774  45960 81510 17630 -10 999990
 9110.7634  45920 81420 17560 -10 999990
 9111.0494  45880 81350 17500 -10 1000000
 9111.3176  45850 81270 17430 -10 999990
 9111.5858  45890 81360 17410 0 999990
 9111.8719  45860 81290 17340 -10 1000000
 9112.158   45870 81310 17310 -10 999990
 9112.4441  45820 81210 17260 -10 999990
 9112.7302  45810 81200 17210 -10 1000000
 9113.0164  45780 81120 17160 -10 999990
 9113.3026  45760 81090 17120 -10 999990
 9113.5888  45750 81080 17090 -10 1000000
 9113.8571  45730 81040 17060 0 999990
 9114.1433  45670 80920 17020 -20 999990
 9114.4296  45670 80930 16990 0 1000000
 9114.7158  45630 80860 16960 -10 999990
 9115.02    45610 80820 16940 -10 999990
 9115.2884  45610 80810 16930 -10 1000000
 9115.5569  45680 80930 16940 -10 999990
 9115.8432  45650 80900 16930 -10 999990
 9116.1296  45640 80860 16910 -10 1000000
 9116.4159  45560 80740 16880 -10 999990
 9116.6844  45570 80750 16880 -10 999990
 9116.953   45520 80680 16870 -10 1000000
 9117.2573  45490 80620 16860 -10 999990
 9117.5437  45450 80560 16850 -10 999990
 9117.8123  45460 80570 16860 -10 1000000
